,Unnamed: 0,drug_a_name,drug_b_name,cell_line,synergy,fold,label
4345,DASATINIB_OXALIPLATIN_NCIH23,DASATINIB,OXALIPLATIN,NCIH23,-23.7671275061,1,0
4346,DASATINIB_OXALIPLATIN_NCIH460,DASATINIB,OXALIPLATIN,NCIH460,-30.1638766842,1,0
4347,DASATINIB_OXALIPLATIN_NCIH520,DASATINIB,OXALIPLATIN,NCIH520,19.1180973545,1,0
4348,DASATINIB_OXALIPLATIN_OCUBM,DASATINIB,OXALIPLATIN,OCUBM,-3.1985070492,1,0
4349,DASATINIB_OXALIPLATIN_OV90,DASATINIB,OXALIPLATIN,OV90,-23.4892159687,1,0
4350,DASATINIB_OXALIPLATIN_OVCAR3,DASATINIB,OXALIPLATIN,OVCAR3,49.5198365736,1,1
4351,DASATINIB_OXALIPLATIN_PA1,DASATINIB,OXALIPLATIN,PA1,20.440266479,1,0
4352,DASATINIB_OXALIPLATIN_RKO,DASATINIB,OXALIPLATIN,RKO,-4.4362240081,1,0
4353,DASATINIB_OXALIPLATIN_RPMI7951,DASATINIB,OXALIPLATIN,RPMI7951,-4.2310826511,1,0
4354,DASATINIB_OXALIPLATIN_SKMEL30,DASATINIB,OXALIPLATIN,SKMEL30,-14.072378123,1,0
4355,DASATINIB_OXALIPLATIN_SKMES1,DASATINIB,OXALIPLATIN,SKMES1,-2.6116783359,1,0
4356,DASATINIB_OXALIPLATIN_SKOV3,DASATINIB,OXALIPLATIN,SKOV3,1.2877106783,1,0
4357,DASATINIB_OXALIPLATIN_SW620,DASATINIB,OXALIPLATIN,SW620,10.9714201258,1,0
4358,DASATINIB_OXALIPLATIN_SW837,DASATINIB,OXALIPLATIN,SW837,11.1543775897,1,0
4359,DASATINIB_OXALIPLATIN_T47D,DASATINIB,OXALIPLATIN,T47D,-16.168157803,1,0
4360,DASATINIB_OXALIPLATIN_UACC62,DASATINIB,OXALIPLATIN,UACC62,-24.481692635,1,0
4361,DASATINIB_OXALIPLATIN_UWB1289BRCA1,DASATINIB,OXALIPLATIN,UWB1289BRCA1,-2.8835284435,1,0
4362,DASATINIB_OXALIPLATIN_UWB1289,DASATINIB,OXALIPLATIN,UWB1289,6.1877922241,1,0
4363,DASATINIB_OXALIPLATIN_VCAP,DASATINIB,OXALIPLATIN,VCAP,-12.6956421949,1,0
4364,DASATINIB_OXALIPLATIN_ZR751,DASATINIB,OXALIPLATIN,ZR751,1.0653526006,1,0
4443,DASATINIB_TOPOTECAN_A2058,DASATINIB,TOPOTECAN,A2058,6.4764816551,1,0
4444,DASATINIB_TOPOTECAN_A2780,DASATINIB,TOPOTECAN,A2780,33.4467775684,1,1
4445,DASATINIB_TOPOTECAN_A375,DASATINIB,TOPOTECAN,A375,-2.776096294,1,0
4446,DASATINIB_TOPOTECAN_A427,DASATINIB,TOPOTECAN,A427,57.6444936961,1,1
4447,DASATINIB_TOPOTECAN_CAOV3,DASATINIB,TOPOTECAN,CAOV3,11.107890136,1,0
4448,DASATINIB_TOPOTECAN_COLO320DM,DASATINIB,TOPOTECAN,COLO320DM,-1.0158839226,1,0
4449,DASATINIB_TOPOTECAN_DLD1,DASATINIB,TOPOTECAN,DLD1,-0.4198678226,1,0
4450,DASATINIB_TOPOTECAN_EFM192B,DASATINIB,TOPOTECAN,EFM192B,-0.7998963009,1,0
4451,DASATINIB_TOPOTECAN_ES2,DASATINIB,TOPOTECAN,ES2,-15.0485020724,1,0
4452,DASATINIB_TOPOTECAN_HCT116,DASATINIB,TOPOTECAN,HCT116,6.4943141495,1,0
4453,DASATINIB_TOPOTECAN_HT144,DASATINIB,TOPOTECAN,HT144,-31.7610064048,1,0
4454,DASATINIB_TOPOTECAN_HT29,DASATINIB,TOPOTECAN,HT29,6.5374905169,1,0
4455,DASATINIB_TOPOTECAN_KPL1,DASATINIB,TOPOTECAN,KPL1,24.7136837071,1,0
4456,DASATINIB_TOPOTECAN_LNCAP,DASATINIB,TOPOTECAN,LNCAP,6.8413779693,1,0
4457,DASATINIB_TOPOTECAN_LOVO,DASATINIB,TOPOTECAN,LOVO,27.2002480643,1,0
4458,DASATINIB_TOPOTECAN_MDAMB436,DASATINIB,TOPOTECAN,MDAMB436,-1.4636687007,1,0
4459,DASATINIB_TOPOTECAN_MSTO,DASATINIB,TOPOTECAN,MSTO,35.8433131488,1,1
4460,DASATINIB_TOPOTECAN_NCIH1650,DASATINIB,TOPOTECAN,NCIH1650,29.1173110153,1,0
4461,DASATINIB_TOPOTECAN_NCIH2122,DASATINIB,TOPOTECAN,NCIH2122,-29.805065273,1,0
4462,DASATINIB_TOPOTECAN_NCIH23,DASATINIB,TOPOTECAN,NCIH23,-14.4883275315,1,0
4463,DASATINIB_TOPOTECAN_NCIH460,DASATINIB,TOPOTECAN,NCIH460,-27.4238327314,1,0
4464,DASATINIB_TOPOTECAN_NCIH520,DASATINIB,TOPOTECAN,NCIH520,62.1900136572,1,1
4465,DASATINIB_TOPOTECAN_OCUBM,DASATINIB,TOPOTECAN,OCUBM,5.3102897213,1,0
4466,DASATINIB_TOPOTECAN_OV90,DASATINIB,TOPOTECAN,OV90,9.5804858589,1,0
4467,DASATINIB_TOPOTECAN_OVCAR3,DASATINIB,TOPOTECAN,OVCAR3,58.2364374141,1,1
4468,DASATINIB_TOPOTECAN_PA1,DASATINIB,TOPOTECAN,PA1,5.6801756699,1,0
4469,DASATINIB_TOPOTECAN_RKO,DASATINIB,TOPOTECAN,RKO,19.9852484057,1,0
4470,DASATINIB_TOPOTECAN_RPMI7951,DASATINIB,TOPOTECAN,RPMI7951,1.7099416191,1,0
4471,DASATINIB_TOPOTECAN_SKMEL30,DASATINIB,TOPOTECAN,SKMEL30,-18.6428451716,1,0
4472,DASATINIB_TOPOTECAN_SKMES1,DASATINIB,TOPOTECAN,SKMES1,-19.5867015591,1,0
4473,DASATINIB_TOPOTECAN_SKOV3,DASATINIB,TOPOTECAN,SKOV3,2.199262074,1,0
4474,DASATINIB_TOPOTECAN_SW620,DASATINIB,TOPOTECAN,SW620,51.3420780502,1,1
4475,DASATINIB_TOPOTECAN_SW837,DASATINIB,TOPOTECAN,SW837,22.8279849963,1,0
4476,DASATINIB_TOPOTECAN_T47D,DASATINIB,TOPOTECAN,T47D,8.7199128981,1,0
4477,DASATINIB_TOPOTECAN_UACC62,DASATINIB,TOPOTECAN,UACC62,-13.9653221727,1,0
4478,DASATINIB_TOPOTECAN_UWB1289BRCA1,DASATINIB,TOPOTECAN,UWB1289BRCA1,4.4796726536,1,0
4479,DASATINIB_TOPOTECAN_UWB1289,DASATINIB,TOPOTECAN,UWB1289,2.9371261005,1,0
4480,DASATINIB_TOPOTECAN_VCAP,DASATINIB,TOPOTECAN,VCAP,7.104908686,1,0
4481,DASATINIB_TOPOTECAN_ZR751,DASATINIB,TOPOTECAN,ZR751,-0.0467316861,1,0
4755,DEXAMETHASONE_GELDANAMYCIN_A2058,DEXAMETHASONE,GELDANAMYCIN,A2058,-0.4018303213,1,0
4756,DEXAMETHASONE_GELDANAMYCIN_A2780,DEXAMETHASONE,GELDANAMYCIN,A2780,-5.6724060192,1,0
4757,DEXAMETHASONE_GELDANAMYCIN_A375,DEXAMETHASONE,GELDANAMYCIN,A375,1.4380934904,1,0
4758,DEXAMETHASONE_GELDANAMYCIN_A427,DEXAMETHASONE,GELDANAMYCIN,A427,4.7441009172,1,0
4759,DEXAMETHASONE_GELDANAMYCIN_CAOV3,DEXAMETHASONE,GELDANAMYCIN,CAOV3,-8.4232461218,1,0
4760,DEXAMETHASONE_GELDANAMYCIN_COLO320DM,DEXAMETHASONE,GELDANAMYCIN,COLO320DM,3.2502180689,1,0
4761,DEXAMETHASONE_GELDANAMYCIN_DLD1,DEXAMETHASONE,GELDANAMYCIN,DLD1,6.6425425046,1,0
4762,DEXAMETHASONE_GELDANAMYCIN_EFM192B,DEXAMETHASONE,GELDANAMYCIN,EFM192B,-10.4749060806,1,0
4763,DEXAMETHASONE_GELDANAMYCIN_ES2,DEXAMETHASONE,GELDANAMYCIN,ES2,-10.6651202914,1,0
4764,DEXAMETHASONE_GELDANAMYCIN_HCT116,DEXAMETHASONE,GELDANAMYCIN,HCT116,3.6858374822,1,0
4765,DEXAMETHASONE_GELDANAMYCIN_HT144,DEXAMETHASONE,GELDANAMYCIN,HT144,-8.6847139954,1,0
4766,DEXAMETHASONE_GELDANAMYCIN_HT29,DEXAMETHASONE,GELDANAMYCIN,HT29,-6.7124987273,1,0
4767,DEXAMETHASONE_GELDANAMYCIN_KPL1,DEXAMETHASONE,GELDANAMYCIN,KPL1,16.8302591575,1,0
4768,DEXAMETHASONE_GELDANAMYCIN_LNCAP,DEXAMETHASONE,GELDANAMYCIN,LNCAP,34.2725791782,1,1
4769,DEXAMETHASONE_GELDANAMYCIN_LOVO,DEXAMETHASONE,GELDANAMYCIN,LOVO,2.4632371417,1,0
4770,DEXAMETHASONE_GELDANAMYCIN_MDAMB436,DEXAMETHASONE,GELDANAMYCIN,MDAMB436,11.2242276104,1,0
4771,DEXAMETHASONE_GELDANAMYCIN_MSTO,DEXAMETHASONE,GELDANAMYCIN,MSTO,3.1451459351,1,0
4772,DEXAMETHASONE_GELDANAMYCIN_NCIH1650,DEXAMETHASONE,GELDANAMYCIN,NCIH1650,0.1415119192,1,0
4773,DEXAMETHASONE_GELDANAMYCIN_NCIH2122,DEXAMETHASONE,GELDANAMYCIN,NCIH2122,-6.2743723208,1,0
4774,DEXAMETHASONE_GELDANAMYCIN_NCIH23,DEXAMETHASONE,GELDANAMYCIN,NCIH23,-9.3781630327,1,0
4775,DEXAMETHASONE_GELDANAMYCIN_NCIH460,DEXAMETHASONE,GELDANAMYCIN,NCIH460,3.7409150066,1,0
4776,DEXAMETHASONE_GELDANAMYCIN_NCIH520,DEXAMETHASONE,GELDANAMYCIN,NCIH520,-6.5727433036,1,0
4777,DEXAMETHASONE_GELDANAMYCIN_OCUBM,DEXAMETHASONE,GELDANAMYCIN,OCUBM,17.6550796368,1,0
4778,DEXAMETHASONE_GELDANAMYCIN_OV90,DEXAMETHASONE,GELDANAMYCIN,OV90,-22.2375828021,1,0
4779,DEXAMETHASONE_GELDANAMYCIN_OVCAR3,DEXAMETHASONE,GELDANAMYCIN,OVCAR3,10.8096338812,1,0
4780,DEXAMETHASONE_GELDANAMYCIN_PA1,DEXAMETHASONE,GELDANAMYCIN,PA1,14.7731971469,1,0
4781,DEXAMETHASONE_GELDANAMYCIN_RKO,DEXAMETHASONE,GELDANAMYCIN,RKO,7.5826284399,1,0
4782,DEXAMETHASONE_GELDANAMYCIN_RPMI7951,DEXAMETHASONE,GELDANAMYCIN,RPMI7951,-18.1650691183,1,0
4783,DEXAMETHASONE_GELDANAMYCIN_SKMEL30,DEXAMETHASONE,GELDANAMYCIN,SKMEL30,7.4962985166,1,0
4784,DEXAMETHASONE_GELDANAMYCIN_SKMES1,DEXAMETHASONE,GELDANAMYCIN,SKMES1,5.7457266262,1,0
4785,DEXAMETHASONE_GELDANAMYCIN_SKOV3,DEXAMETHASONE,GELDANAMYCIN,SKOV3,-8.349969985,1,0
4786,DEXAMETHASONE_GELDANAMYCIN_SW620,DEXAMETHASONE,GELDANAMYCIN,SW620,-8.0924565498,1,0
4787,DEXAMETHASONE_GELDANAMYCIN_SW837,DEXAMETHASONE,GELDANAMYCIN,SW837,-8.3724386329,1,0
4788,DEXAMETHASONE_GELDANAMYCIN_T47D,DEXAMETHASONE,GELDANAMYCIN,T47D,-30.0792798869,1,0
4789,DEXAMETHASONE_GELDANAMYCIN_UACC62,DEXAMETHASONE,GELDANAMYCIN,UACC62,-1.4013823587,1,0
4790,DEXAMETHASONE_GELDANAMYCIN_UWB1289BRCA1,DEXAMETHASONE,GELDANAMYCIN,UWB1289BRCA1,-2.2845646882,1,0
4791,DEXAMETHASONE_GELDANAMYCIN_UWB1289,DEXAMETHASONE,GELDANAMYCIN,UWB1289,-1.7670232251,1,0
4792,DEXAMETHASONE_GELDANAMYCIN_VCAP,DEXAMETHASONE,GELDANAMYCIN,VCAP,5.0496127419,1,0
4793,DEXAMETHASONE_GELDANAMYCIN_ZR751,DEXAMETHASONE,GELDANAMYCIN,ZR751,-17.5974783792,1,0
4989,DEXAMETHASONE_MK-8669_A2058,DEXAMETHASONE,MK-8669,A2058,10.7013116867,1,0
4990,DEXAMETHASONE_MK-8669_A2780,DEXAMETHASONE,MK-8669,A2780,1.4347937594,1,0
4991,DEXAMETHASONE_MK-8669_A375,DEXAMETHASONE,MK-8669,A375,12.392000899,1,0
4992,DEXAMETHASONE_MK-8669_A427,DEXAMETHASONE,MK-8669,A427,17.7718057043,1,0
4993,DEXAMETHASONE_MK-8669_CAOV3,DEXAMETHASONE,MK-8669,CAOV3,47.6802934203,1,1
4994,DEXAMETHASONE_MK-8669_COLO320DM,DEXAMETHASONE,MK-8669,COLO320DM,7.8281750801,1,0
4995,DEXAMETHASONE_MK-8669_DLD1,DEXAMETHASONE,MK-8669,DLD1,12.7036994127,1,0
4996,DEXAMETHASONE_MK-8669_EFM192B,DEXAMETHASONE,MK-8669,EFM192B,24.9509654177,1,0
4997,DEXAMETHASONE_MK-8669_ES2,DEXAMETHASONE,MK-8669,ES2,-18.1239885944,1,0
4998,DEXAMETHASONE_MK-8669_HCT116,DEXAMETHASONE,MK-8669,HCT116,5.8596270102,1,0
4999,DEXAMETHASONE_MK-8669_HT144,DEXAMETHASONE,MK-8669,HT144,7.9753293036,1,0
5000,DEXAMETHASONE_MK-8669_HT29,DEXAMETHASONE,MK-8669,HT29,15.8298278343,1,0
5001,DEXAMETHASONE_MK-8669_KPL1,DEXAMETHASONE,MK-8669,KPL1,65.4890458195,1,1
5002,DEXAMETHASONE_MK-8669_LNCAP,DEXAMETHASONE,MK-8669,LNCAP,-31.7455015405,1,0
5003,DEXAMETHASONE_MK-8669_LOVO,DEXAMETHASONE,MK-8669,LOVO,49.6140994349,1,1
5004,DEXAMETHASONE_MK-8669_MDAMB436,DEXAMETHASONE,MK-8669,MDAMB436,0.9464125614,1,0
5005,DEXAMETHASONE_MK-8669_MSTO,DEXAMETHASONE,MK-8669,MSTO,-2.8122584467,1,0
5006,DEXAMETHASONE_MK-8669_NCIH1650,DEXAMETHASONE,MK-8669,NCIH1650,36.7644027016,1,1
5007,DEXAMETHASONE_MK-8669_NCIH2122,DEXAMETHASONE,MK-8669,NCIH2122,59.3696188184,1,1
5008,DEXAMETHASONE_MK-8669_NCIH23,DEXAMETHASONE,MK-8669,NCIH23,19.7677527774,1,0
5009,DEXAMETHASONE_MK-8669_NCIH460,DEXAMETHASONE,MK-8669,NCIH460,8.2856306287,1,0
5010,DEXAMETHASONE_MK-8669_NCIH520,DEXAMETHASONE,MK-8669,NCIH520,15.2004562421,1,0
5011,DEXAMETHASONE_MK-8669_OCUBM,DEXAMETHASONE,MK-8669,OCUBM,40.2817340934,1,1
5012,DEXAMETHASONE_MK-8669_OV90,DEXAMETHASONE,MK-8669,OV90,9.301201835,1,0
5013,DEXAMETHASONE_MK-8669_OVCAR3,DEXAMETHASONE,MK-8669,OVCAR3,25.3108639747,1,0
5014,DEXAMETHASONE_MK-8669_PA1,DEXAMETHASONE,MK-8669,PA1,19.4386144758,1,0
5015,DEXAMETHASONE_MK-8669_RKO,DEXAMETHASONE,MK-8669,RKO,18.8797414108,1,0
5016,DEXAMETHASONE_MK-8669_RPMI7951,DEXAMETHASONE,MK-8669,RPMI7951,11.1553304868,1,0
5017,DEXAMETHASONE_MK-8669_SKMEL30,DEXAMETHASONE,MK-8669,SKMEL30,42.825806311,1,1
5018,DEXAMETHASONE_MK-8669_SKMES1,DEXAMETHASONE,MK-8669,SKMES1,37.0951239703,1,1
5019,DEXAMETHASONE_MK-8669_SKOV3,DEXAMETHASONE,MK-8669,SKOV3,40.8156153132,1,1
5020,DEXAMETHASONE_MK-8669_SW620,DEXAMETHASONE,MK-8669,SW620,10.0303985361,1,0
5021,DEXAMETHASONE_MK-8669_SW837,DEXAMETHASONE,MK-8669,SW837,14.8490391234,1,0
5022,DEXAMETHASONE_MK-8669_T47D,DEXAMETHASONE,MK-8669,T47D,-0.6100116823,1,0
5023,DEXAMETHASONE_MK-8669_UACC62,DEXAMETHASONE,MK-8669,UACC62,14.8554736968,1,0
5024,DEXAMETHASONE_MK-8669_UWB1289BRCA1,DEXAMETHASONE,MK-8669,UWB1289BRCA1,13.4005838065,1,0
5025,DEXAMETHASONE_MK-8669_UWB1289,DEXAMETHASONE,MK-8669,UWB1289,2.7046207779,1,0
5026,DEXAMETHASONE_MK-8669_VCAP,DEXAMETHASONE,MK-8669,VCAP,-0.3514970055,1,0
5027,DEXAMETHASONE_MK-8669_ZR751,DEXAMETHASONE,MK-8669,ZR751,37.8988391303,1,1
5262,DINACICLIB_MK-8776_A2058,DINACICLIB,MK-8776,A2058,6.3752259787,1,0
5263,DINACICLIB_MK-8776_A2780,DINACICLIB,MK-8776,A2780,4.0819531972,1,0
5264,DINACICLIB_MK-8776_A375,DINACICLIB,MK-8776,A375,30.1289400935,1,1
5265,DINACICLIB_MK-8776_A427,DINACICLIB,MK-8776,A427,3.3196161254,1,0
5266,DINACICLIB_MK-8776_CAOV3,DINACICLIB,MK-8776,CAOV3,-23.0551863012,1,0
5267,DINACICLIB_MK-8776_COLO320DM,DINACICLIB,MK-8776,COLO320DM,7.5495276952,1,0
5268,DINACICLIB_MK-8776_DLD1,DINACICLIB,MK-8776,DLD1,16.2659589699,1,0
5269,DINACICLIB_MK-8776_EFM192B,DINACICLIB,MK-8776,EFM192B,-0.959976307,1,0
5270,DINACICLIB_MK-8776_ES2,DINACICLIB,MK-8776,ES2,-10.9630210701,1,0
5271,DINACICLIB_MK-8776_HCT116,DINACICLIB,MK-8776,HCT116,6.8928935346,1,0
5272,DINACICLIB_MK-8776_HT144,DINACICLIB,MK-8776,HT144,5.0502330647,1,0
5273,DINACICLIB_MK-8776_HT29,DINACICLIB,MK-8776,HT29,-1.7889487964,1,0
5274,DINACICLIB_MK-8776_KPL1,DINACICLIB,MK-8776,KPL1,0.5085156157,1,0
5275,DINACICLIB_MK-8776_LNCAP,DINACICLIB,MK-8776,LNCAP,45.4329816183,1,1
5276,DINACICLIB_MK-8776_LOVO,DINACICLIB,MK-8776,LOVO,-7.5087868879,1,0
5277,DINACICLIB_MK-8776_MDAMB436,DINACICLIB,MK-8776,MDAMB436,0.037121805,1,0
5278,DINACICLIB_MK-8776_MSTO,DINACICLIB,MK-8776,MSTO,-23.7271953324,1,0
5279,DINACICLIB_MK-8776_NCIH1650,DINACICLIB,MK-8776,NCIH1650,-14.6442529682,1,0
5280,DINACICLIB_MK-8776_NCIH2122,DINACICLIB,MK-8776,NCIH2122,-22.2340375369,1,0
5281,DINACICLIB_MK-8776_NCIH23,DINACICLIB,MK-8776,NCIH23,-160.1475901579,1,0
5282,DINACICLIB_MK-8776_NCIH460,DINACICLIB,MK-8776,NCIH460,5.6321962562,1,0
5283,DINACICLIB_MK-8776_NCIH520,DINACICLIB,MK-8776,NCIH520,0.1944633805,1,0
5284,DINACICLIB_MK-8776_OCUBM,DINACICLIB,MK-8776,OCUBM,16.8228571632,1,0
5285,DINACICLIB_MK-8776_OV90,DINACICLIB,MK-8776,OV90,-14.141472898,1,0
5286,DINACICLIB_MK-8776_OVCAR3,DINACICLIB,MK-8776,OVCAR3,-2.8979286071,1,0
5287,DINACICLIB_MK-8776_PA1,DINACICLIB,MK-8776,PA1,4.0009295499,1,0
5288,DINACICLIB_MK-8776_RKO,DINACICLIB,MK-8776,RKO,20.406274436,1,0
5289,DINACICLIB_MK-8776_RPMI7951,DINACICLIB,MK-8776,RPMI7951,-14.7478427779,1,0
5290,DINACICLIB_MK-8776_SKMEL30,DINACICLIB,MK-8776,SKMEL30,9.9528032911,1,0
5291,DINACICLIB_MK-8776_SKMES1,DINACICLIB,MK-8776,SKMES1,-28.1001792919,1,0
5292,DINACICLIB_MK-8776_SKOV3,DINACICLIB,MK-8776,SKOV3,-7.5712389006,1,0
5293,DINACICLIB_MK-8776_SW620,DINACICLIB,MK-8776,SW620,4.0758574349,1,0
5294,DINACICLIB_MK-8776_SW837,DINACICLIB,MK-8776,SW837,-19.1155771163,1,0
5295,DINACICLIB_MK-8776_T47D,DINACICLIB,MK-8776,T47D,-4.2080572095,1,0
5296,DINACICLIB_MK-8776_UACC62,DINACICLIB,MK-8776,UACC62,7.3025531385,1,0
5297,DINACICLIB_MK-8776_UWB1289BRCA1,DINACICLIB,MK-8776,UWB1289BRCA1,-35.885701179,1,0
5298,DINACICLIB_MK-8776_UWB1289,DINACICLIB,MK-8776,UWB1289,-29.169813311,1,0
5299,DINACICLIB_MK-8776_VCAP,DINACICLIB,MK-8776,VCAP,15.658898319,1,0
5300,DINACICLIB_MK-8776_ZR751,DINACICLIB,MK-8776,ZR751,-12.474116602,1,0
5535,DOXORUBICIN_ERLOTINIB_A2058,DOXORUBICIN,ERLOTINIB,A2058,3.0785296833,1,0
5536,DOXORUBICIN_ERLOTINIB_A2780,DOXORUBICIN,ERLOTINIB,A2780,9.169322298,1,0
5537,DOXORUBICIN_ERLOTINIB_A375,DOXORUBICIN,ERLOTINIB,A375,-5.4091914419,1,0
5538,DOXORUBICIN_ERLOTINIB_A427,DOXORUBICIN,ERLOTINIB,A427,-5.677250808,1,0
5539,DOXORUBICIN_ERLOTINIB_CAOV3,DOXORUBICIN,ERLOTINIB,CAOV3,7.8927904769,1,0
5540,DOXORUBICIN_ERLOTINIB_COLO320DM,DOXORUBICIN,ERLOTINIB,COLO320DM,-31.5696200794,1,0
5541,DOXORUBICIN_ERLOTINIB_DLD1,DOXORUBICIN,ERLOTINIB,DLD1,-12.6045796785,1,0
5542,DOXORUBICIN_ERLOTINIB_EFM192B,DOXORUBICIN,ERLOTINIB,EFM192B,-19.2562246211,1,0
5543,DOXORUBICIN_ERLOTINIB_ES2,DOXORUBICIN,ERLOTINIB,ES2,-4.4883258866,1,0
5544,DOXORUBICIN_ERLOTINIB_HCT116,DOXORUBICIN,ERLOTINIB,HCT116,15.8137116684,1,0
5545,DOXORUBICIN_ERLOTINIB_HT144,DOXORUBICIN,ERLOTINIB,HT144,9.0409540036,1,0
5546,DOXORUBICIN_ERLOTINIB_HT29,DOXORUBICIN,ERLOTINIB,HT29,6.1397277383,1,0
5547,DOXORUBICIN_ERLOTINIB_KPL1,DOXORUBICIN,ERLOTINIB,KPL1,4.3811384855,1,0
5548,DOXORUBICIN_ERLOTINIB_LNCAP,DOXORUBICIN,ERLOTINIB,LNCAP,-4.9415356284,1,0
5549,DOXORUBICIN_ERLOTINIB_LOVO,DOXORUBICIN,ERLOTINIB,LOVO,21.3650677477,1,0
5550,DOXORUBICIN_ERLOTINIB_MDAMB436,DOXORUBICIN,ERLOTINIB,MDAMB436,-1.3024580637,1,0
5551,DOXORUBICIN_ERLOTINIB_MSTO,DOXORUBICIN,ERLOTINIB,MSTO,-1.1792120263,1,0
5552,DOXORUBICIN_ERLOTINIB_NCIH1650,DOXORUBICIN,ERLOTINIB,NCIH1650,11.0151241044,1,0
5553,DOXORUBICIN_ERLOTINIB_NCIH2122,DOXORUBICIN,ERLOTINIB,NCIH2122,21.061800577,1,0
5554,DOXORUBICIN_ERLOTINIB_NCIH23,DOXORUBICIN,ERLOTINIB,NCIH23,4.9069098552,1,0
5555,DOXORUBICIN_ERLOTINIB_NCIH460,DOXORUBICIN,ERLOTINIB,NCIH460,9.7642673122,1,0
5556,DOXORUBICIN_ERLOTINIB_NCIH520,DOXORUBICIN,ERLOTINIB,NCIH520,-3.8243867166,1,0
5557,DOXORUBICIN_ERLOTINIB_OCUBM,DOXORUBICIN,ERLOTINIB,OCUBM,7.8210917904,1,0
5558,DOXORUBICIN_ERLOTINIB_OV90,DOXORUBICIN,ERLOTINIB,OV90,-17.8033441676,1,0
5559,DOXORUBICIN_ERLOTINIB_OVCAR3,DOXORUBICIN,ERLOTINIB,OVCAR3,-11.4060550688,1,0
5560,DOXORUBICIN_ERLOTINIB_PA1,DOXORUBICIN,ERLOTINIB,PA1,-12.5422497943,1,0
5561,DOXORUBICIN_ERLOTINIB_RKO,DOXORUBICIN,ERLOTINIB,RKO,11.1358270344,1,0
5562,DOXORUBICIN_ERLOTINIB_RPMI7951,DOXORUBICIN,ERLOTINIB,RPMI7951,-7.2039851116,1,0
5563,DOXORUBICIN_ERLOTINIB_SKMEL30,DOXORUBICIN,ERLOTINIB,SKMEL30,-0.2450923684,1,0
5564,DOXORUBICIN_ERLOTINIB_SKMES1,DOXORUBICIN,ERLOTINIB,SKMES1,-7.5893902304,1,0
5565,DOXORUBICIN_ERLOTINIB_SKOV3,DOXORUBICIN,ERLOTINIB,SKOV3,-21.427938853,1,0
5566,DOXORUBICIN_ERLOTINIB_SW620,DOXORUBICIN,ERLOTINIB,SW620,4.8734952188,1,0
5567,DOXORUBICIN_ERLOTINIB_SW837,DOXORUBICIN,ERLOTINIB,SW837,31.142498049,1,1
5568,DOXORUBICIN_ERLOTINIB_T47D,DOXORUBICIN,ERLOTINIB,T47D,23.9114139301,1,0
5569,DOXORUBICIN_ERLOTINIB_UACC62,DOXORUBICIN,ERLOTINIB,UACC62,16.1797761532,1,0
5570,DOXORUBICIN_ERLOTINIB_UWB1289BRCA1,DOXORUBICIN,ERLOTINIB,UWB1289BRCA1,3.5998203141,1,0
5571,DOXORUBICIN_ERLOTINIB_UWB1289,DOXORUBICIN,ERLOTINIB,UWB1289,2.5730260935,1,0
5572,DOXORUBICIN_ERLOTINIB_VCAP,DOXORUBICIN,ERLOTINIB,VCAP,12.4144753374,1,0
5573,DOXORUBICIN_ERLOTINIB_ZR751,DOXORUBICIN,ERLOTINIB,ZR751,22.7573190274,1,0
5691,DOXORUBICIN_MK-2206_A2058,DOXORUBICIN,MK-2206,A2058,1.8203104426,1,0
5692,DOXORUBICIN_MK-2206_A2780,DOXORUBICIN,MK-2206,A2780,9.4245260885,1,0
5693,DOXORUBICIN_MK-2206_A375,DOXORUBICIN,MK-2206,A375,22.1425892281,1,0
5694,DOXORUBICIN_MK-2206_A427,DOXORUBICIN,MK-2206,A427,10.8192428756,1,0
5695,DOXORUBICIN_MK-2206_CAOV3,DOXORUBICIN,MK-2206,CAOV3,23.5571039902,1,0
5696,DOXORUBICIN_MK-2206_COLO320DM,DOXORUBICIN,MK-2206,COLO320DM,6.3289724644,1,0
5697,DOXORUBICIN_MK-2206_DLD1,DOXORUBICIN,MK-2206,DLD1,8.6681614775,1,0
5698,DOXORUBICIN_MK-2206_EFM192B,DOXORUBICIN,MK-2206,EFM192B,-4.9887320337,1,0
5699,DOXORUBICIN_MK-2206_ES2,DOXORUBICIN,MK-2206,ES2,9.3075497629,1,0
5700,DOXORUBICIN_MK-2206_HCT116,DOXORUBICIN,MK-2206,HCT116,9.1022873851,1,0
5701,DOXORUBICIN_MK-2206_HT144,DOXORUBICIN,MK-2206,HT144,27.5580327341,1,0
5702,DOXORUBICIN_MK-2206_HT29,DOXORUBICIN,MK-2206,HT29,24.334338002,1,0
5703,DOXORUBICIN_MK-2206_KPL1,DOXORUBICIN,MK-2206,KPL1,29.005476024,1,0
5704,DOXORUBICIN_MK-2206_LNCAP,DOXORUBICIN,MK-2206,LNCAP,21.6021767296,1,0
5705,DOXORUBICIN_MK-2206_LOVO,DOXORUBICIN,MK-2206,LOVO,22.7233332488,1,0
5706,DOXORUBICIN_MK-2206_MDAMB436,DOXORUBICIN,MK-2206,MDAMB436,0.5419157027,1,0
5707,DOXORUBICIN_MK-2206_MSTO,DOXORUBICIN,MK-2206,MSTO,12.8255117865,1,0
5708,DOXORUBICIN_MK-2206_NCIH1650,DOXORUBICIN,MK-2206,NCIH1650,26.8865769633,1,0
