,Unnamed: 0,drug_a_name,drug_b_name,cell_line,synergy,fold,label
10016,LAPATINIB_TOPOTECAN_ZR751,LAPATINIB,TOPOTECAN,ZR751,42.3378974775,1,1
10056,METFORMIN_AZD1775_A2058,METFORMIN,AZD1775,A2058,8.488617477,1,0
10057,METFORMIN_AZD1775_A2780,METFORMIN,AZD1775,A2780,9.360688035,1,0
10058,METFORMIN_AZD1775_A375,METFORMIN,AZD1775,A375,11.1223570117,1,0
10059,METFORMIN_AZD1775_A427,METFORMIN,AZD1775,A427,4.8782248959,1,0
10060,METFORMIN_AZD1775_CAOV3,METFORMIN,AZD1775,CAOV3,-3.3546031306,1,0
10061,METFORMIN_AZD1775_COLO320DM,METFORMIN,AZD1775,COLO320DM,-0.9814558524,1,0
10062,METFORMIN_AZD1775_DLD1,METFORMIN,AZD1775,DLD1,3.6450155567,1,0
10063,METFORMIN_AZD1775_EFM192B,METFORMIN,AZD1775,EFM192B,-9.7631605137,1,0
10064,METFORMIN_AZD1775_ES2,METFORMIN,AZD1775,ES2,3.2202763572,1,0
10065,METFORMIN_AZD1775_HCT116,METFORMIN,AZD1775,HCT116,1.7117104655,1,0
10066,METFORMIN_AZD1775_HT144,METFORMIN,AZD1775,HT144,6.6387835005,1,0
10067,METFORMIN_AZD1775_HT29,METFORMIN,AZD1775,HT29,6.2176020992,1,0
10068,METFORMIN_AZD1775_KPL1,METFORMIN,AZD1775,KPL1,2.3414232406,1,0
10069,METFORMIN_AZD1775_LNCAP,METFORMIN,AZD1775,LNCAP,3.0891190338,1,0
10070,METFORMIN_AZD1775_LOVO,METFORMIN,AZD1775,LOVO,-0.8054925216,1,0
10071,METFORMIN_AZD1775_MDAMB436,METFORMIN,AZD1775,MDAMB436,9.4124263749,1,0
10072,METFORMIN_AZD1775_MSTO,METFORMIN,AZD1775,MSTO,5.4316911143,1,0
10073,METFORMIN_AZD1775_NCIH1650,METFORMIN,AZD1775,NCIH1650,9.3320975742,1,0
10074,METFORMIN_AZD1775_NCIH2122,METFORMIN,AZD1775,NCIH2122,-0.8101595394,1,0
10075,METFORMIN_AZD1775_NCIH23,METFORMIN,AZD1775,NCIH23,3.8630045841,1,0
10076,METFORMIN_AZD1775_NCIH460,METFORMIN,AZD1775,NCIH460,-3.7431227493,1,0
10077,METFORMIN_AZD1775_NCIH520,METFORMIN,AZD1775,NCIH520,5.4655478169,1,0
10078,METFORMIN_AZD1775_OCUBM,METFORMIN,AZD1775,OCUBM,3.1750948271,1,0
10079,METFORMIN_AZD1775_OV90,METFORMIN,AZD1775,OV90,2.4330873328,1,0
10080,METFORMIN_AZD1775_OVCAR3,METFORMIN,AZD1775,OVCAR3,9.9827717959,1,0
10081,METFORMIN_AZD1775_PA1,METFORMIN,AZD1775,PA1,8.9985421323,1,0
10082,METFORMIN_AZD1775_RKO,METFORMIN,AZD1775,RKO,9.8188506383,1,0
10083,METFORMIN_AZD1775_RPMI7951,METFORMIN,AZD1775,RPMI7951,15.8306193583,1,0
10084,METFORMIN_AZD1775_SKMEL30,METFORMIN,AZD1775,SKMEL30,7.2665210713,1,0
10085,METFORMIN_AZD1775_SKMES1,METFORMIN,AZD1775,SKMES1,6.2815837603,1,0
10086,METFORMIN_AZD1775_SKOV3,METFORMIN,AZD1775,SKOV3,12.537148798,1,0
10087,METFORMIN_AZD1775_SW620,METFORMIN,AZD1775,SW620,1.1245413937,1,0
10088,METFORMIN_AZD1775_SW837,METFORMIN,AZD1775,SW837,0.9776705857,1,0
10089,METFORMIN_AZD1775_T47D,METFORMIN,AZD1775,T47D,4.1209149407,1,0
10090,METFORMIN_AZD1775_UACC62,METFORMIN,AZD1775,UACC62,10.8595091255,1,0
10091,METFORMIN_AZD1775_UWB1289BRCA1,METFORMIN,AZD1775,UWB1289BRCA1,-0.6122657193,1,0
10092,METFORMIN_AZD1775_UWB1289,METFORMIN,AZD1775,UWB1289,72.2324326085,1,1
10093,METFORMIN_AZD1775_VCAP,METFORMIN,AZD1775,VCAP,3.5452469746,1,0
10094,METFORMIN_AZD1775_ZR751,METFORMIN,AZD1775,ZR751,-17.074995118,1,0
10602,METFORMIN_PD325901_A2058,METFORMIN,PD325901,A2058,26.4094775982,1,0
10603,METFORMIN_PD325901_A2780,METFORMIN,PD325901,A2780,-5.0929448112,1,0
10604,METFORMIN_PD325901_A375,METFORMIN,PD325901,A375,2.3624556371,1,0
10605,METFORMIN_PD325901_A427,METFORMIN,PD325901,A427,-4.997991791,1,0
10606,METFORMIN_PD325901_CAOV3,METFORMIN,PD325901,CAOV3,4.9953008198,1,0
10607,METFORMIN_PD325901_COLO320DM,METFORMIN,PD325901,COLO320DM,-2.5592174031,1,0
10608,METFORMIN_PD325901_DLD1,METFORMIN,PD325901,DLD1,0.5274362124,1,0
10609,METFORMIN_PD325901_EFM192B,METFORMIN,PD325901,EFM192B,-15.3472795047,1,0
10610,METFORMIN_PD325901_ES2,METFORMIN,PD325901,ES2,-7.0962446452,1,0
10611,METFORMIN_PD325901_HCT116,METFORMIN,PD325901,HCT116,-8.5464741457,1,0
10612,METFORMIN_PD325901_HT144,METFORMIN,PD325901,HT144,-3.810899035,1,0
10613,METFORMIN_PD325901_HT29,METFORMIN,PD325901,HT29,-9.4603979911,1,0
10614,METFORMIN_PD325901_KPL1,METFORMIN,PD325901,KPL1,-16.7357275208,1,0
10615,METFORMIN_PD325901_LNCAP,METFORMIN,PD325901,LNCAP,23.9532521831,1,0
10616,METFORMIN_PD325901_LOVO,METFORMIN,PD325901,LOVO,-15.7385328349,1,0
10617,METFORMIN_PD325901_MDAMB436,METFORMIN,PD325901,MDAMB436,-8.0982214539,1,0
10618,METFORMIN_PD325901_MSTO,METFORMIN,PD325901,MSTO,-1.7192195852,1,0
10619,METFORMIN_PD325901_NCIH1650,METFORMIN,PD325901,NCIH1650,-6.640139543,1,0
10620,METFORMIN_PD325901_NCIH2122,METFORMIN,PD325901,NCIH2122,-1.9299884223,1,0
10621,METFORMIN_PD325901_NCIH23,METFORMIN,PD325901,NCIH23,-12.9123521524,1,0
10622,METFORMIN_PD325901_NCIH460,METFORMIN,PD325901,NCIH460,-5.7406152497,1,0
10623,METFORMIN_PD325901_NCIH520,METFORMIN,PD325901,NCIH520,-0.7414717792,1,0
10624,METFORMIN_PD325901_OCUBM,METFORMIN,PD325901,OCUBM,-19.0539067177,1,0
10625,METFORMIN_PD325901_OV90,METFORMIN,PD325901,OV90,-9.6238078679,1,0
10626,METFORMIN_PD325901_OVCAR3,METFORMIN,PD325901,OVCAR3,16.044246197,1,0
10627,METFORMIN_PD325901_PA1,METFORMIN,PD325901,PA1,9.8282964881,1,0
10628,METFORMIN_PD325901_RKO,METFORMIN,PD325901,RKO,-11.4270221008,1,0
10629,METFORMIN_PD325901_RPMI7951,METFORMIN,PD325901,RPMI7951,-9.7803856319,1,0
10630,METFORMIN_PD325901_SKMEL30,METFORMIN,PD325901,SKMEL30,1.5936029557,1,0
10631,METFORMIN_PD325901_SKMES1,METFORMIN,PD325901,SKMES1,-4.7163871941,1,0
10632,METFORMIN_PD325901_SKOV3,METFORMIN,PD325901,SKOV3,-7.4353168578,1,0
10633,METFORMIN_PD325901_SW620,METFORMIN,PD325901,SW620,-7.7267373287,1,0
10634,METFORMIN_PD325901_SW837,METFORMIN,PD325901,SW837,-16.3850548925,1,0
10635,METFORMIN_PD325901_T47D,METFORMIN,PD325901,T47D,2.5696256713,1,0
10636,METFORMIN_PD325901_UACC62,METFORMIN,PD325901,UACC62,-8.7536206712,1,0
10637,METFORMIN_PD325901_UWB1289BRCA1,METFORMIN,PD325901,UWB1289BRCA1,-0.2100138977,1,0
10638,METFORMIN_PD325901_UWB1289,METFORMIN,PD325901,UWB1289,13.9334323872,1,0
10639,METFORMIN_PD325901_VCAP,METFORMIN,PD325901,VCAP,-11.2705505254,1,0
10640,METFORMIN_PD325901_ZR751,METFORMIN,PD325901,ZR751,-17.7938501681,1,0
10680,METFORMIN_SUNITINIB_A2058,METFORMIN,SUNITINIB,A2058,7.3881584045,1,0
10681,METFORMIN_SUNITINIB_A2780,METFORMIN,SUNITINIB,A2780,8.8809455126,1,0
10682,METFORMIN_SUNITINIB_A375,METFORMIN,SUNITINIB,A375,7.9781722722,1,0
10683,METFORMIN_SUNITINIB_A427,METFORMIN,SUNITINIB,A427,8.0655509597,1,0
10684,METFORMIN_SUNITINIB_CAOV3,METFORMIN,SUNITINIB,CAOV3,1.6760091341,1,0
10685,METFORMIN_SUNITINIB_COLO320DM,METFORMIN,SUNITINIB,COLO320DM,7.4348133559,1,0
10686,METFORMIN_SUNITINIB_DLD1,METFORMIN,SUNITINIB,DLD1,5.519990981,1,0
10687,METFORMIN_SUNITINIB_EFM192B,METFORMIN,SUNITINIB,EFM192B,13.5988396205,1,0
10688,METFORMIN_SUNITINIB_ES2,METFORMIN,SUNITINIB,ES2,2.7666219703,1,0
10689,METFORMIN_SUNITINIB_HCT116,METFORMIN,SUNITINIB,HCT116,9.364537711,1,0
10690,METFORMIN_SUNITINIB_HT144,METFORMIN,SUNITINIB,HT144,-0.3234606265,1,0
10691,METFORMIN_SUNITINIB_HT29,METFORMIN,SUNITINIB,HT29,5.933377893,1,0
10692,METFORMIN_SUNITINIB_KPL1,METFORMIN,SUNITINIB,KPL1,8.8796060045,1,0
10693,METFORMIN_SUNITINIB_LNCAP,METFORMIN,SUNITINIB,LNCAP,-0.0488042215,1,0
10694,METFORMIN_SUNITINIB_LOVO,METFORMIN,SUNITINIB,LOVO,1.199822329,1,0
10695,METFORMIN_SUNITINIB_MDAMB436,METFORMIN,SUNITINIB,MDAMB436,4.4176380222,1,0
10696,METFORMIN_SUNITINIB_MSTO,METFORMIN,SUNITINIB,MSTO,1.6428935891,1,0
10697,METFORMIN_SUNITINIB_NCIH1650,METFORMIN,SUNITINIB,NCIH1650,5.7220807437,1,0
10698,METFORMIN_SUNITINIB_NCIH2122,METFORMIN,SUNITINIB,NCIH2122,3.9722643824,1,0
10699,METFORMIN_SUNITINIB_NCIH23,METFORMIN,SUNITINIB,NCIH23,2.791097149,1,0
10700,METFORMIN_SUNITINIB_NCIH460,METFORMIN,SUNITINIB,NCIH460,-0.0781632441,1,0
10701,METFORMIN_SUNITINIB_NCIH520,METFORMIN,SUNITINIB,NCIH520,11.1897125105,1,0
10702,METFORMIN_SUNITINIB_OCUBM,METFORMIN,SUNITINIB,OCUBM,7.9697337669,1,0
10703,METFORMIN_SUNITINIB_OV90,METFORMIN,SUNITINIB,OV90,6.5052147187,1,0
10704,METFORMIN_SUNITINIB_OVCAR3,METFORMIN,SUNITINIB,OVCAR3,0.6212076757,1,0
10705,METFORMIN_SUNITINIB_PA1,METFORMIN,SUNITINIB,PA1,7.4869678932,1,0
10706,METFORMIN_SUNITINIB_RKO,METFORMIN,SUNITINIB,RKO,8.6504900332,1,0
10707,METFORMIN_SUNITINIB_RPMI7951,METFORMIN,SUNITINIB,RPMI7951,-3.5983956555,1,0
10708,METFORMIN_SUNITINIB_SKMEL30,METFORMIN,SUNITINIB,SKMEL30,3.5887760785,1,0
10709,METFORMIN_SUNITINIB_SKMES1,METFORMIN,SUNITINIB,SKMES1,6.0738629426,1,0
10710,METFORMIN_SUNITINIB_SKOV3,METFORMIN,SUNITINIB,SKOV3,6.8102322168,1,0
10711,METFORMIN_SUNITINIB_SW620,METFORMIN,SUNITINIB,SW620,2.9344221916,1,0
10712,METFORMIN_SUNITINIB_SW837,METFORMIN,SUNITINIB,SW837,-7.606401486,1,0
10713,METFORMIN_SUNITINIB_T47D,METFORMIN,SUNITINIB,T47D,18.8762240276,1,0
10714,METFORMIN_SUNITINIB_UACC62,METFORMIN,SUNITINIB,UACC62,8.0186417539,1,0
10715,METFORMIN_SUNITINIB_UWB1289BRCA1,METFORMIN,SUNITINIB,UWB1289BRCA1,2.9142495079,1,0
10716,METFORMIN_SUNITINIB_UWB1289,METFORMIN,SUNITINIB,UWB1289,9.8885754211,1,0
10717,METFORMIN_SUNITINIB_VCAP,METFORMIN,SUNITINIB,VCAP,14.6940326286,1,0
10718,METFORMIN_SUNITINIB_ZR751,METFORMIN,SUNITINIB,ZR751,-9.1242914758,1,0
11187,METHOTREXATE_MK-2206_A2058,METHOTREXATE,MK-2206,A2058,-11.8900874783,1,0
11188,METHOTREXATE_MK-2206_A2780,METHOTREXATE,MK-2206,A2780,-0.8927995279,1,0
11189,METHOTREXATE_MK-2206_A375,METHOTREXATE,MK-2206,A375,3.3327762297,1,0
11190,METHOTREXATE_MK-2206_A427,METHOTREXATE,MK-2206,A427,20.7989077504,1,0
11191,METHOTREXATE_MK-2206_CAOV3,METHOTREXATE,MK-2206,CAOV3,19.1044296564,1,0
11192,METHOTREXATE_MK-2206_COLO320DM,METHOTREXATE,MK-2206,COLO320DM,15.1876811486,1,0
11193,METHOTREXATE_MK-2206_DLD1,METHOTREXATE,MK-2206,DLD1,3.8102450819,1,0
11194,METHOTREXATE_MK-2206_EFM192B,METHOTREXATE,MK-2206,EFM192B,-9.2606110047,1,0
11195,METHOTREXATE_MK-2206_ES2,METHOTREXATE,MK-2206,ES2,21.7828122097,1,0
11196,METHOTREXATE_MK-2206_HCT116,METHOTREXATE,MK-2206,HCT116,-19.1665727964,1,0
11197,METHOTREXATE_MK-2206_HT144,METHOTREXATE,MK-2206,HT144,12.3935300804,1,0
11198,METHOTREXATE_MK-2206_HT29,METHOTREXATE,MK-2206,HT29,2.825964079,1,0
11199,METHOTREXATE_MK-2206_KPL1,METHOTREXATE,MK-2206,KPL1,-6.6330237438,1,0
11200,METHOTREXATE_MK-2206_LNCAP,METHOTREXATE,MK-2206,LNCAP,-8.9453197255,1,0
11201,METHOTREXATE_MK-2206_LOVO,METHOTREXATE,MK-2206,LOVO,-6.3444159581,1,0
11202,METHOTREXATE_MK-2206_MDAMB436,METHOTREXATE,MK-2206,MDAMB436,0.4030295972,1,0
11203,METHOTREXATE_MK-2206_MSTO,METHOTREXATE,MK-2206,MSTO,-15.3421161073,1,0
11204,METHOTREXATE_MK-2206_NCIH1650,METHOTREXATE,MK-2206,NCIH1650,3.7169282559,1,0
11205,METHOTREXATE_MK-2206_NCIH2122,METHOTREXATE,MK-2206,NCIH2122,-3.5208054357,1,0
11206,METHOTREXATE_MK-2206_NCIH23,METHOTREXATE,MK-2206,NCIH23,-5.1762102331,1,0
11207,METHOTREXATE_MK-2206_NCIH460,METHOTREXATE,MK-2206,NCIH460,-21.210140358,1,0
11208,METHOTREXATE_MK-2206_NCIH520,METHOTREXATE,MK-2206,NCIH520,-12.8540652537,1,0
11209,METHOTREXATE_MK-2206_OCUBM,METHOTREXATE,MK-2206,OCUBM,-12.31352093,1,0
11210,METHOTREXATE_MK-2206_OV90,METHOTREXATE,MK-2206,OV90,-1.1961248905,1,0
11211,METHOTREXATE_MK-2206_OVCAR3,METHOTREXATE,MK-2206,OVCAR3,-37.9131229507,1,0
11212,METHOTREXATE_MK-2206_PA1,METHOTREXATE,MK-2206,PA1,-17.6056542511,1,0
11213,METHOTREXATE_MK-2206_RKO,METHOTREXATE,MK-2206,RKO,-17.7755967339,1,0
11214,METHOTREXATE_MK-2206_RPMI7951,METHOTREXATE,MK-2206,RPMI7951,-14.1014595563,1,0
11215,METHOTREXATE_MK-2206_SKMEL30,METHOTREXATE,MK-2206,SKMEL30,25.234596928,1,0
11216,METHOTREXATE_MK-2206_SKMES1,METHOTREXATE,MK-2206,SKMES1,1.2661484847,1,0
11217,METHOTREXATE_MK-2206_SKOV3,METHOTREXATE,MK-2206,SKOV3,9.0958238366,1,0
11218,METHOTREXATE_MK-2206_SW620,METHOTREXATE,MK-2206,SW620,2.6127407989,1,0
11219,METHOTREXATE_MK-2206_SW837,METHOTREXATE,MK-2206,SW837,8.37102601,1,0
11220,METHOTREXATE_MK-2206_T47D,METHOTREXATE,MK-2206,T47D,-15.261664036,1,0
11221,METHOTREXATE_MK-2206_UACC62,METHOTREXATE,MK-2206,UACC62,13.122824833,1,0
11222,METHOTREXATE_MK-2206_UWB1289BRCA1,METHOTREXATE,MK-2206,UWB1289BRCA1,-2.3445823108,1,0
11223,METHOTREXATE_MK-2206_UWB1289,METHOTREXATE,MK-2206,UWB1289,4.7825609147,1,0
11224,METHOTREXATE_MK-2206_VCAP,METHOTREXATE,MK-2206,VCAP,-24.8404098501,1,0
11225,METHOTREXATE_MK-2206_ZR751,METHOTREXATE,MK-2206,ZR751,-15.8461456109,1,0
11343,METHOTREXATE_MK-8776_A2058,METHOTREXATE,MK-8776,A2058,-10.8245937728,1,0
11344,METHOTREXATE_MK-8776_A2780,METHOTREXATE,MK-8776,A2780,-1.0263792361,1,0
11345,METHOTREXATE_MK-8776_A375,METHOTREXATE,MK-8776,A375,21.7182985861,1,0
11346,METHOTREXATE_MK-8776_A427,METHOTREXATE,MK-8776,A427,2.7724770643,1,0
11347,METHOTREXATE_MK-8776_CAOV3,METHOTREXATE,MK-8776,CAOV3,-1.0247618317,1,0
11348,METHOTREXATE_MK-8776_COLO320DM,METHOTREXATE,MK-8776,COLO320DM,-5.6267977438,1,0
11349,METHOTREXATE_MK-8776_DLD1,METHOTREXATE,MK-8776,DLD1,3.0063342064,1,0
11350,METHOTREXATE_MK-8776_EFM192B,METHOTREXATE,MK-8776,EFM192B,7.8541123318,1,0
11351,METHOTREXATE_MK-8776_ES2,METHOTREXATE,MK-8776,ES2,-2.7347839452,1,0
11352,METHOTREXATE_MK-8776_HCT116,METHOTREXATE,MK-8776,HCT116,-22.7829942249,1,0
11353,METHOTREXATE_MK-8776_HT144,METHOTREXATE,MK-8776,HT144,2.3537499151,1,0
11354,METHOTREXATE_MK-8776_HT29,METHOTREXATE,MK-8776,HT29,-15.6425049132,1,0
11355,METHOTREXATE_MK-8776_KPL1,METHOTREXATE,MK-8776,KPL1,-15.6094976661,1,0
11356,METHOTREXATE_MK-8776_LNCAP,METHOTREXATE,MK-8776,LNCAP,-17.327913227,1,0
11357,METHOTREXATE_MK-8776_LOVO,METHOTREXATE,MK-8776,LOVO,6.9696318397,1,0
11358,METHOTREXATE_MK-8776_MDAMB436,METHOTREXATE,MK-8776,MDAMB436,3.332920698,1,0
11359,METHOTREXATE_MK-8776_MSTO,METHOTREXATE,MK-8776,MSTO,-14.4594284989,1,0
11360,METHOTREXATE_MK-8776_NCIH1650,METHOTREXATE,MK-8776,NCIH1650,-5.1378130297,1,0
11361,METHOTREXATE_MK-8776_NCIH2122,METHOTREXATE,MK-8776,NCIH2122,-7.6173201262,1,0
11362,METHOTREXATE_MK-8776_NCIH23,METHOTREXATE,MK-8776,NCIH23,-10.3582364979,1,0
11363,METHOTREXATE_MK-8776_NCIH460,METHOTREXATE,MK-8776,NCIH460,-6.4670930244,1,0
11364,METHOTREXATE_MK-8776_NCIH520,METHOTREXATE,MK-8776,NCIH520,-11.5238218226,1,0
11365,METHOTREXATE_MK-8776_OCUBM,METHOTREXATE,MK-8776,OCUBM,6.13353652,1,0
11366,METHOTREXATE_MK-8776_OV90,METHOTREXATE,MK-8776,OV90,11.4173880094,1,0
11367,METHOTREXATE_MK-8776_OVCAR3,METHOTREXATE,MK-8776,OVCAR3,-23.7211588218,1,0
11368,METHOTREXATE_MK-8776_PA1,METHOTREXATE,MK-8776,PA1,-19.9938732034,1,0
11369,METHOTREXATE_MK-8776_RKO,METHOTREXATE,MK-8776,RKO,-15.71573371,1,0
11370,METHOTREXATE_MK-8776_RPMI7951,METHOTREXATE,MK-8776,RPMI7951,-13.1007925545,1,0
11371,METHOTREXATE_MK-8776_SKMEL30,METHOTREXATE,MK-8776,SKMEL30,1.0272418004,1,0
11372,METHOTREXATE_MK-8776_SKMES1,METHOTREXATE,MK-8776,SKMES1,-16.4273155408,1,0
11373,METHOTREXATE_MK-8776_SKOV3,METHOTREXATE,MK-8776,SKOV3,7.5955625841,1,0
11374,METHOTREXATE_MK-8776_SW620,METHOTREXATE,MK-8776,SW620,1.2585138218,1,0
11375,METHOTREXATE_MK-8776_SW837,METHOTREXATE,MK-8776,SW837,-23.8305099811,1,0
11376,METHOTREXATE_MK-8776_T47D,METHOTREXATE,MK-8776,T47D,-40.1706528404,1,0
11377,METHOTREXATE_MK-8776_UACC62,METHOTREXATE,MK-8776,UACC62,-1.5551010682,1,0
11378,METHOTREXATE_MK-8776_UWB1289BRCA1,METHOTREXATE,MK-8776,UWB1289BRCA1,-23.2015748788,1,0
11379,METHOTREXATE_MK-8776_UWB1289,METHOTREXATE,MK-8776,UWB1289,-6.6325071731,1,0
11380,METHOTREXATE_MK-8776_VCAP,METHOTREXATE,MK-8776,VCAP,-24.3180061978,1,0
11381,METHOTREXATE_MK-8776_ZR751,METHOTREXATE,MK-8776,ZR751,-20.98974582,1,0
11655,MITOMYCINE_BEZ-235_A2058,MITOMYCINE,BEZ-235,A2058,12.2465066839,1,0
11656,MITOMYCINE_BEZ-235_A2780,MITOMYCINE,BEZ-235,A2780,13.1014125019,1,0
11657,MITOMYCINE_BEZ-235_A375,MITOMYCINE,BEZ-235,A375,70.4782058575,1,1
11658,MITOMYCINE_BEZ-235_A427,MITOMYCINE,BEZ-235,A427,25.5181781671,1,0
11659,MITOMYCINE_BEZ-235_CAOV3,MITOMYCINE,BEZ-235,CAOV3,-4.8485331029,1,0
11660,MITOMYCINE_BEZ-235_COLO320DM,MITOMYCINE,BEZ-235,COLO320DM,22.0469792099,1,0
11661,MITOMYCINE_BEZ-235_DLD1,MITOMYCINE,BEZ-235,DLD1,0.5436576586,1,0
11662,MITOMYCINE_BEZ-235_EFM192B,MITOMYCINE,BEZ-235,EFM192B,9.6562501525,1,0
11663,MITOMYCINE_BEZ-235_ES2,MITOMYCINE,BEZ-235,ES2,32.7913542006,1,1
11664,MITOMYCINE_BEZ-235_HCT116,MITOMYCINE,BEZ-235,HCT116,10.8166196915,1,0
11665,MITOMYCINE_BEZ-235_HT144,MITOMYCINE,BEZ-235,HT144,33.0177805129,1,1
11666,MITOMYCINE_BEZ-235_HT29,MITOMYCINE,BEZ-235,HT29,30.7734472655,1,1
11667,MITOMYCINE_BEZ-235_KPL1,MITOMYCINE,BEZ-235,KPL1,29.9563609359,1,0
11668,MITOMYCINE_BEZ-235_LNCAP,MITOMYCINE,BEZ-235,LNCAP,14.9141883104,1,0
11669,MITOMYCINE_BEZ-235_LOVO,MITOMYCINE,BEZ-235,LOVO,19.8893866694,1,0
11670,MITOMYCINE_BEZ-235_MDAMB436,MITOMYCINE,BEZ-235,MDAMB436,32.7009016706,1,1
11671,MITOMYCINE_BEZ-235_MSTO,MITOMYCINE,BEZ-235,MSTO,19.6547477697,1,0
11672,MITOMYCINE_BEZ-235_NCIH1650,MITOMYCINE,BEZ-235,NCIH1650,23.153207493,1,0
11673,MITOMYCINE_BEZ-235_NCIH2122,MITOMYCINE,BEZ-235,NCIH2122,12.8023704498,1,0
11674,MITOMYCINE_BEZ-235_NCIH23,MITOMYCINE,BEZ-235,NCIH23,4.8119195562,1,0
11675,MITOMYCINE_BEZ-235_NCIH460,MITOMYCINE,BEZ-235,NCIH460,28.301885105,1,0
11676,MITOMYCINE_BEZ-235_NCIH520,MITOMYCINE,BEZ-235,NCIH520,10.8007648386,1,0
11677,MITOMYCINE_BEZ-235_OCUBM,MITOMYCINE,BEZ-235,OCUBM,3.5990689491,1,0
11678,MITOMYCINE_BEZ-235_OV90,MITOMYCINE,BEZ-235,OV90,8.4919827394,1,0
11679,MITOMYCINE_BEZ-235_OVCAR3,MITOMYCINE,BEZ-235,OVCAR3,20.8487769845,1,0
11680,MITOMYCINE_BEZ-235_PA1,MITOMYCINE,BEZ-235,PA1,16.4528627891,1,0
11681,MITOMYCINE_BEZ-235_RKO,MITOMYCINE,BEZ-235,RKO,19.8990455745,1,0
11682,MITOMYCINE_BEZ-235_RPMI7951,MITOMYCINE,BEZ-235,RPMI7951,1.7437207158,1,0
11683,MITOMYCINE_BEZ-235_SKMEL30,MITOMYCINE,BEZ-235,SKMEL30,24.9922080262,1,0
11684,MITOMYCINE_BEZ-235_SKMES1,MITOMYCINE,BEZ-235,SKMES1,15.1887570569,1,0
11685,MITOMYCINE_BEZ-235_SKOV3,MITOMYCINE,BEZ-235,SKOV3,12.8397361583,1,0
11686,MITOMYCINE_BEZ-235_SW620,MITOMYCINE,BEZ-235,SW620,11.4656693057,1,0
11687,MITOMYCINE_BEZ-235_SW837,MITOMYCINE,BEZ-235,SW837,31.9514342974,1,1
11688,MITOMYCINE_BEZ-235_T47D,MITOMYCINE,BEZ-235,T47D,113.4343620385,1,1
11689,MITOMYCINE_BEZ-235_UACC62,MITOMYCINE,BEZ-235,UACC62,29.7370035275,1,0
11690,MITOMYCINE_BEZ-235_UWB1289BRCA1,MITOMYCINE,BEZ-235,UWB1289BRCA1,37.1188012023,1,1
11691,MITOMYCINE_BEZ-235_UWB1289,MITOMYCINE,BEZ-235,UWB1289,10.3470478478,1,0
11692,MITOMYCINE_BEZ-235_VCAP,MITOMYCINE,BEZ-235,VCAP,35.8095225136,1,1
11693,MITOMYCINE_BEZ-235_ZR751,MITOMYCINE,BEZ-235,ZR751,23.3795661098,1,0
12123,MITOMYCINE_MK-8776_A2058,MITOMYCINE,MK-8776,A2058,69.0127099216,1,1
12124,MITOMYCINE_MK-8776_A2058,MITOMYCINE,MK-8776,A2058,50.9379976289,1,1
12125,MITOMYCINE_MK-8776_A2780,MITOMYCINE,MK-8776,A2780,18.5800079216,1,0
12126,MITOMYCINE_MK-8776_A375,MITOMYCINE,MK-8776,A375,40.4781647634,1,1
12127,MITOMYCINE_MK-8776_A375,MITOMYCINE,MK-8776,A375,27.7180718004,1,0
12128,MITOMYCINE_MK-8776_A427,MITOMYCINE,MK-8776,A427,35.5395283116,1,1
12129,MITOMYCINE_MK-8776_A427,MITOMYCINE,MK-8776,A427,6.7731389408,1,0
12130,MITOMYCINE_MK-8776_CAOV3,MITOMYCINE,MK-8776,CAOV3,7.3581807034,1,0
12131,MITOMYCINE_MK-8776_CAOV3,MITOMYCINE,MK-8776,CAOV3,56.0868563969,1,1
12132,MITOMYCINE_MK-8776_COLO320DM,MITOMYCINE,MK-8776,COLO320DM,24.2689229002,1,0
12133,MITOMYCINE_MK-8776_COLO320DM,MITOMYCINE,MK-8776,COLO320DM,13.7759800103,1,0
12134,MITOMYCINE_MK-8776_DLD1,MITOMYCINE,MK-8776,DLD1,9.5396975745,1,0
12135,MITOMYCINE_MK-8776_EFM192B,MITOMYCINE,MK-8776,EFM192B,25.7223766585,1,0
12136,MITOMYCINE_MK-8776_EFM192B,MITOMYCINE,MK-8776,EFM192B,-6.1682785599,1,0
12137,MITOMYCINE_MK-8776_ES2,MITOMYCINE,MK-8776,ES2,23.0275672334,1,0
12138,MITOMYCINE_MK-8776_ES2,MITOMYCINE,MK-8776,ES2,-26.3446541873,1,0
12139,MITOMYCINE_MK-8776_HCT116,MITOMYCINE,MK-8776,HCT116,23.3190525469,1,0
12140,MITOMYCINE_MK-8776_HCT116,MITOMYCINE,MK-8776,HCT116,30.4503267204,1,1
12141,MITOMYCINE_MK-8776_HT144,MITOMYCINE,MK-8776,HT144,22.9401808035,1,0
12142,MITOMYCINE_MK-8776_HT29,MITOMYCINE,MK-8776,HT29,74.1709598416,1,1
12143,MITOMYCINE_MK-8776_HT29,MITOMYCINE,MK-8776,HT29,49.1655305734,1,1
12144,MITOMYCINE_MK-8776_KPL1,MITOMYCINE,MK-8776,KPL1,-1.378580129,1,0
12145,MITOMYCINE_MK-8776_LNCAP,MITOMYCINE,MK-8776,LNCAP,13.9753133643,1,0
12146,MITOMYCINE_MK-8776_LOVO,MITOMYCINE,MK-8776,LOVO,19.7550311658,1,0
